"Day ","Items ","Note ","Amount "
"50","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"50","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"50","Salary Expense","Cash Payment - Salary Expense","22958"
"50","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 8002","377"
"50","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 453","15000"
"50","Depreciation Expense","Non-Cash Expense - Depreciation","9999"
"50","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"50","Rental Expense","Cash Payment - Rental - Detroit","2400"
"50","Rental Expense","Cash Payment - Rental - New York","5360"
"50","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"49","Human Resource Expense","Counselled","2000"
"49","Human Resource Expense","Attended Training","15000"
"49","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"49","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"49","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"49","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"49","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"49","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"49","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"49","Salary Expense","Cash Payment - Salary Expense","22958"
"49","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7831","644"
"49","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 451","15000"
"49","Penalty Expense","Cash Payment - Late penalty - SRV SO ID: 5022","3300"
"49","Depreciation Expense","Non-Cash Expense - Depreciation","9999"
"49","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"49","Rental Expense","Cash Payment - Rental - Detroit","2400"
"49","Rental Expense","Cash Payment - Rental - New York","5360"
"49","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"48","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"48","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"48","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"48","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"48","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"48","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"48","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"48","Salary Expense","Cash Payment - Salary Expense","22958"
"48","Depreciation Expense","Non-Cash Expense - Depreciation","9999"
"48","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"48","Rental Expense","Cash Payment - Rental - Detroit","2400"
"48","Rental Expense","Cash Payment - Rental - New York","5360"
"48","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"47","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"47","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"47","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"47","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"47","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"47","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"47","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"47","Salary Expense","Cash Payment - Salary Expense","22958"
"47","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7614","169"
"47","Depreciation Expense","Non-Cash Expense - Depreciation","9999"
"47","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"47","Rental Expense","Cash Payment - Rental - Detroit","2400"
"47","Rental Expense","Cash Payment - Rental - New York","5360"
"47","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"46","Human Resource Expense","Counselled","2000"
"46","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"46","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"46","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"46","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"46","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"46","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"46","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"46","Salary Expense","Cash Payment - Salary Expense","22958"
"46","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7434","173"
"46","Depreciation Expense","Non-Cash Expense - Depreciation","9999"
"46","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"46","Rental Expense","Cash Payment - Rental - Detroit","2400"
"46","Rental Expense","Cash Payment - Rental - New York","5360"
"46","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"45","Human Resource Expense","Counselled","2000"
"45","Human Resource Expense","Counselled","2000"
"45","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"45","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"45","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"45","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"45","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"45","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"45","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"45","Salary Expense","Cash Payment - Salary Expense","22958"
"45","Depreciation Expense","Non-Cash Expense - Depreciation","9999"
"45","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"45","Rental Expense","Cash Payment - Rental - Detroit","2400"
"45","Rental Expense","Cash Payment - Rental - New York","5360"
"45","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"44","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"44","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"44","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"44","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"44","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"44","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"44","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"44","Salary Expense","Cash Payment - Salary Expense","22940"
"44","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7045","143"
"44","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 7065","217"
"44","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"44","Depreciation Expense","Non-Cash Expense - Depreciation","9999"
"44","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"44","Rental Expense","Cash Payment - Rental - Detroit","2400"
"44","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","360"
"44","Rental Expense","Cash Payment - Rental - New York","5360"
"44","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"43","Human Resource Expense","Counselled","2000"
"43","Human Resource Expense","Counselled","2000"
"43","Human Resource Expense","Cash Payment - Staff Recruiting - Production","15000"
"43","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"43","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"43","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"43","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"43","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"43","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"43","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"43","Salary Expense","Cash Payment - Salary Expense","22922"
"43","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 453","15000"
"43","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"43","Depreciation Expense","Non-Cash Expense - Depreciation","9999"
"43","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"43","Rental Expense","Cash Payment - Rental - Detroit","2400"
"43","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","720"
"43","Rental Expense","Cash Payment - Rental - New York","5360"
"43","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"42","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"42","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"42","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"42","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"42","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"42","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"42","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"42","Salary Expense","Cash Payment - Salary Expense","22500"
"42","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 451","15000"
"42","Depreciation Expense","Non-Cash Expense - Depreciation","6666"
"42","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","87"
"42","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"42","Rental Expense","Cash Payment - Rental - Detroit","2400"
"42","Rental Expense","Cash Payment - Rental - New York","5360"
"42","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"41","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"41","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"41","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"41","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"41","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"41","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"41","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"41","Salary Expense","Cash Payment - Salary Expense","22260"
"41","Shipping Expense","Cash Payment - Move Stock ID: 6459","45897"
"41","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"41","Depreciation Expense","Non-Cash Expense - Depreciation","6666"
"41","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","261"
"41","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"41","Rental Expense","Cash Payment - Rental - Detroit","2400"
"41","Rental Expense","Cash Payment - Rental - New York","5360"
"41","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"40","Human Resource Expense","Counselled","2000"
"40","Human Resource Expense","Attended Training","15000"
"40","Human Resource Expense","Counselled","2000"
"40","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"40","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"40","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"40","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"40","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"40","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"40","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"40","Salary Expense","Cash Payment - Salary Expense","21540"
"40","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"40","Depreciation Expense","Non-Cash Expense - Depreciation","6666"
"40","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","145"
"40","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"40","Rental Expense","Cash Payment - Rental - Detroit","2400"
"40","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","4680"
"40","Rental Expense","Cash Payment - Rental - New York","5360"
"40","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"39","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"39","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"39","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"39","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"39","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"39","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"39","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"39","Salary Expense","Cash Payment - Salary Expense","21540"
"39","Interest Expense ","Cash Payment - Interest - For Overdraft","1027"
"39","Depreciation Expense","Non-Cash Expense - Depreciation","6666"
"39","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"39","Rental Expense","Cash Payment - Rental - Detroit","2400"
"39","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","5616"
"39","Rental Expense","Cash Payment - Rental - New York","5360"
"39","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"38","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"38","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"38","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"38","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"38","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"38","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"38","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"38","Salary Expense","Cash Payment - Salary Expense","21540"
"38","Depreciation Expense","Non-Cash Expense - Depreciation","6666"
"38","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"38","Rental Expense","Cash Payment - Rental - Detroit","2400"
"38","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","7200"
"38","Rental Expense","Cash Payment - Rental - New York","5360"
"38","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"37","Human Resource Expense","Attended Training","15000"
"37","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"37","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"37","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"37","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"37","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"37","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"37","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"37","Salary Expense","Cash Payment - Salary Expense","21540"
"37","Shipping Expense","Cash Payment - Move Stock ID: 4201","27949"
"37","Interest Expense ","Cash Payment - Interest - For Overdraft","2055"
"37","Depreciation Expense","Non-Cash Expense - Depreciation","6666"
"37","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"37","Rental Expense","Cash Payment - Rental - Detroit","2400"
"37","Overflow Expense - Retail","Cash Payment - Overflow Fee  - New York","3096"
"37","Rental Expense","Cash Payment - Rental - New York","5360"
"37","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"36","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"36","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"36","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"36","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"36","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"36","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"36","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"36","Salary Expense","Cash Payment - Salary Expense","21540"
"36","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 453","15000"
"36","Interest Expense ","Cash Payment - Interest - For Overdraft","2055"
"36","Depreciation Expense","Non-Cash Expense - Depreciation","6666"
"36","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"36","Rental Expense","Cash Payment - Rental - Detroit","2400"
"36","Rental Expense","Cash Payment - Rental - New York","5360"
"36","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"35","Human Resource Expense","Cash Payment - Staff Recruiting - Production","15000"
"35","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"35","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"35","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"35","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"35","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"35","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"35","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"35","Salary Expense","Cash Payment - Salary Expense","21540"
"35","Maintenance Expense","Cash Payment - Maintenance periodic Machine ID: 451","15000"
"35","Depreciation Expense","Non-Cash Expense - Depreciation","6666"
"35","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"35","Rental Expense","Cash Payment - Rental - Detroit","2400"
"35","Rental Expense","Cash Payment - Rental - New York","5360"
"35","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"34","Human Resource Expense","Counselled","2000"
"34","Human Resource Expense","Cash Payment - Staff Recruiting - Production","15000"
"34","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"34","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"34","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"34","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"34","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"34","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"34","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"34","Salary Expense","Cash Payment - Salary Expense","21190"
"34","Depreciation Expense","Non-Cash Expense - Depreciation","3333"
"34","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"34","Rental Expense","Cash Payment - Rental - Detroit","2400"
"34","Rental Expense","Cash Payment - Rental - New York","5360"
"34","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"33","Human Resource Expense","Attended Training","15000"
"33","Human Resource Expense","Cash Payment - Staff Recruiting - San Francisco","60000"
"33","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"33","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"33","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"33","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"33","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"33","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"33","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"33","Salary Expense","Cash Payment - Salary Expense","20840"
"33","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"33","Rental Expense","Cash Payment - Rental - Detroit","2400"
"33","Rental Expense","Cash Payment - Rental - New York","5360"
"33","Rental Expense","Cash Payment - Rental - San Francisco","7200"
"32","Human Resource Expense","Attended Training","15000"
"32","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"32","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"32","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"32","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"32","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"32","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"32","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"32","Salary Expense","Cash Payment - Salary Expense","19440"
"32","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"32","Rental Expense","Cash Payment - Rental - Detroit","2400"
"32","Rental Expense","Cash Payment - Rental - New York","5360"
"31","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"31","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"31","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"31","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"31","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"31","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"31","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"31","Salary Expense","Cash Payment - Salary Expense","19212"
"31","Interest Expense ","Cash Payment - Interest - For Overdraft","3082"
"31","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"31","Rental Expense","Cash Payment - Rental - Detroit","2400"
"31","Rental Expense","Cash Payment - Rental - New York","5360"
"30","Human Resource Expense","Counselled","2000"
"30","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"30","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"30","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"30","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"30","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","20000"
"30","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","20000"
"30","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","20000"
"30","Salary Expense","Cash Payment - Salary Expense","18528"
"30","Interest Expense ","Cash Payment - Interest - For Overdraft","3082"
"30","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"30","Rental Expense","Cash Payment - Rental - Detroit","2400"
"30","Rental Expense","Cash Payment - Rental - New York","5360"
"29","Human Resource Expense","Counselled","2000"
"29","Human Resource Expense","Counselled","2000"
"29","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"29","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"29","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"29","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"29","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
"29","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"29","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"29","Salary Expense","Cash Payment - Salary Expense","18528"
"29","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"29","Rental Expense","Cash Payment - Rental - Detroit","2400"
"29","Rental Expense","Cash Payment - Rental - New York","5360"
"28","Human Resource Expense","Counselled","2000"
"28","Human Resource Expense","Counselled","2000"
"28","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"28","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"28","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"28","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"28","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
"28","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"28","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"28","Salary Expense","Cash Payment - Salary Expense","18528"
"28","Shipping Expense","Cash Payment - Shipping Expense - WEB SO : 3560","284"
"28","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"28","Rental Expense","Cash Payment - Rental - Detroit","2400"
"28","Rental Expense","Cash Payment - Rental - New York","5360"
"27","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"27","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"27","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"27","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"27","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
"27","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"27","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"27","Salary Expense","Cash Payment - Salary Expense","18528"
"27","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"27","Rental Expense","Cash Payment - Rental - Detroit","2400"
"27","Rental Expense","Cash Payment - Rental - New York","5360"
"26","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"26","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"26","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"26","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"26","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
"26","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"26","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"26","Salary Expense","Cash Payment - Salary Expense","18528"
"26","Shipping Expense","Cash Payment - Move Stock ID: 3053","671122"
"26","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"26","Rental Expense","Cash Payment - Rental - Detroit","2400"
"26","Rental Expense","Cash Payment - Rental - New York","5360"
"25","Human Resource Expense","Counselled","2000"
"25","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"25","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"25","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"25","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"25","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
"25","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"25","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"25","Salary Expense","Cash Payment - Salary Expense","18528"
"25","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","8584"
"25","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"25","Rental Expense","Cash Payment - Rental - Detroit","2400"
"25","Rental Expense","Cash Payment - Rental - New York","5360"
"24","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"24","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"24","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"24","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"24","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
"24","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"24","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"24","Salary Expense","Cash Payment - Salary Expense","18528"
"24","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","8700"
"24","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"24","Rental Expense","Cash Payment - Rental - Detroit","2400"
"24","Rental Expense","Cash Payment - Rental - New York","5360"
"23","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"23","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"23","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"23","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"23","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
"23","Marketing Expense","Cash Payment - Marketing - New York - Body Wash  ","10000"
"23","Marketing Expense","Cash Payment - Marketing - New York - Shampoo","10000"
"23","Salary Expense","Cash Payment - Salary Expense","18528"
"23","Interest Expense ","Cash Payment - Interest - For Overdraft","3082"
"23","Overflow Expense - Retail","Cash Payment - Overflow Fee  - Los Angeles","8816"
"23","Rental Expense","Cash Payment - Rental - Los Angeles","2160"
"23","Rental Expense","Cash Payment - Rental - Detroit","2400"
"23","Rental Expense","Cash Payment - Rental - New York","5360"
"22","Human Resource Expense","Counselled","2000"
"22","Human Resource Expense","Counselled","2000"
"22","Marketing Expense","Cash Payment - Marketing Report Subscription","20000"
"22","Marketing Expense","Cash Payment - Marketing - Los Angeles - Mouthwash","4000"
"22","Marketing Expense","Cash Payment - Marketing - Los Angeles - Body Wash  ","4000"
"22","Marketing Expense","Cash Payment - Marketing - Los Angeles - Shampoo","4000"
"22","Marketing Expense","Cash Payment - Marketing - New York - Mouthwash","10000"
